order_id,return_reason,return_date
74980,Wrong Item,2025-03-20
78173,Not Needed,2025-08-25
92917,Not Needed,2025-03-01
53148,Not Needed,2025-08-17
86906,Damaged,2025-04-18
59954,Late Delivery,2025-01-19
12798,Late Delivery,2025-10-20
9854,Damaged,2025-05-28
47442,Not Needed,2025-10-26
7692,Not Needed,2025-05-25
79460,Wrong Item,2025-11-26
62346,Not Needed,2025-05-21
6373,Damaged,2025-09-09
7239,Damaged,2025-12-23
3024,Damaged,2025-03-22
35580,Late Delivery,2025-10-08
58350,Not Needed,2025-09-02
85364,Wrong Item,2025-06-11
89759,Not Needed,2025-09-23
16023,Damaged,2025-05-12
29198,Damaged,2025-06-24
46430,Damaged,2025-11-29
97946,Not Needed,2025-03-15
32932,Not Needed,2025-06-08
49252,Damaged,2025-02-23
67083,Late Delivery,2025-03-31
27100,Wrong Item,2025-04-20
20894,Late Delivery,2025-08-24
72814,Damaged,2025-04-15
20598,Late Delivery,2025-09-18
58306,Late Delivery,2025-04-14
17954,Late Delivery,2025-02-20
70627,Damaged,2025-07-31
38443,Damaged,2025-09-10
4493,Late Delivery,2025-11-04
34867,Wrong Item,2025-09-27
76823,Wrong Item,2025-01-10
85585,Not Needed,2025-04-27
33556,Late Delivery,2025-03-11
97563,Not Needed,2025-04-20
26050,Wrong Item,2025-05-22
37177,Damaged,2025-07-21
43598,Not Needed,2025-07-24
7479,Not Needed,2025-11-05
38849,Damaged,2025-09-24
15816,Damaged,2025-01-02
40032,Damaged,2025-06-11
49667,Damaged,2025-04-26
83788,Late Delivery,2025-01-06
49360,Wrong Item,2025-09-05
6545,Late Delivery,2025-07-25
27650,Late Delivery,2025-08-07
72030,Not Needed,2025-05-20
55953,Damaged,2025-08-31
55281,Not Needed,2025-04-01
13897,Wrong Item,2025-09-08
68043,Damaged,2025-11-23
46672,Not Needed,2025-08-11
7203,Damaged,2025-02-03
17348,Late Delivery,2025-10-11
73575,Wrong Item,2025-09-26
61479,Late Delivery,2025-09-04
8072,Not Needed,2025-11-29
19230,Late Delivery,2025-06-02
96037,Damaged,2025-07-06
78133,Late Delivery,2025-06-13
58345,Not Needed,2025-05-28
79224,Damaged,2025-04-25
34164,Not Needed,2025-06-03
19108,Wrong Item,2025-10-10
38359,Not Needed,2025-10-19
96548,Wrong Item,2025-03-01
37870,Not Needed,2025-07-09
58375,Late Delivery,2025-01-12
25800,Not Needed,2025-02-17
4100,Wrong Item,2025-06-29
43755,Not Needed,2025-12-10
97746,Late Delivery,2025-04-11
82865,Not Needed,2025-06-15
59106,Not Needed,2025-06-18
17163,Damaged,2025-09-11
19780,Damaged,2025-02-13
75007,Late Delivery,2025-06-18
51546,Damaged,2025-02-24
98950,Late Delivery,2025-06-07
7500,Wrong Item,2025-03-21
26307,Damaged,2025-09-25
91054,Wrong Item,2025-04-27
40640,Wrong Item,2025-07-08
62243,Not Needed,2025-09-18
31482,Late Delivery,2025-05-04
93553,Not Needed,2025-01-21
87493,Not Needed,2025-04-09
25089,Damaged,2025-03-16
32228,Wrong Item,2025-03-16
51880,Wrong Item,2025-11-09
93001,Late Delivery,2025-10-07
78805,Damaged,2025-11-12
9369,Damaged,2025-04-11
18614,Not Needed,2025-04-23
40011,Not Needed,2025-07-23
46700,Wrong Item,2025-07-27
79913,Late Delivery,2025-06-13
45312,Damaged,2025-02-11
79933,Not Needed,2025-01-02
63856,Not Needed,2025-07-05
18893,Damaged,2025-10-20
82763,Not Needed,2025-05-30
63761,Damaged,2025-06-24
67382,Wrong Item,2025-10-21
41218,Not Needed,2025-02-01
77862,Not Needed,2025-05-15
98073,Damaged,2025-01-28
36533,Damaged,2025-05-01
44375,Wrong Item,2025-09-28
87994,Late Delivery,2025-03-27
37662,Late Delivery,2025-08-03
37141,Wrong Item,2025-01-25
79513,Damaged,2025-07-12
51559,Wrong Item,2025-04-08
19559,Late Delivery,2025-02-22
77483,Wrong Item,2025-02-05
99790,Late Delivery,2025-12-07
91506,Not Needed,2025-05-23
76085,Damaged,2025-09-08
31936,Damaged,2025-01-15
73074,Late Delivery,2025-08-29
40571,Wrong Item,2025-03-27
75621,Late Delivery,2025-10-01
77180,Wrong Item,2025-01-01
76387,Not Needed,2025-01-04
56074,Damaged,2025-01-02
69024,Late Delivery,2025-04-01
20511,Wrong Item,2025-08-06
5631,Damaged,2025-08-19
75319,Wrong Item,2025-10-11
8324,Not Needed,2025-07-20
3617,Late Delivery,2025-06-05
16445,Not Needed,2025-09-08
82519,Damaged,2025-06-13
14256,Wrong Item,2025-12-29
18031,Wrong Item,2025-02-06
88431,Late Delivery,2025-08-15
50410,Wrong Item,2025-10-01
92,Damaged,2025-01-07
75789,Not Needed,2025-02-25
33025,Wrong Item,2025-10-07
92150,Damaged,2025-12-30
15230,Wrong Item,2025-01-04
30136,Wrong Item,2025-01-11
66512,Late Delivery,2025-12-30
81723,Wrong Item,2025-04-19
42305,Damaged,2025-09-27
17124,Late Delivery,2025-08-12
19945,Late Delivery,2025-01-22
75829,Not Needed,2025-12-08
85503,Late Delivery,2025-10-06
58021,Late Delivery,2025-10-03
39085,Damaged,2025-11-02
73546,Wrong Item,2025-04-11
45306,Late Delivery,2025-03-20
89353,Not Needed,2025-02-06
2341,Not Needed,2025-09-10
64370,Not Needed,2025-01-23
21303,Damaged,2025-09-12
25177,Wrong Item,2025-01-31
14314,Late Delivery,2025-06-19
60529,Not Needed,2025-12-07
36852,Damaged,2025-06-18
74606,Damaged,2025-09-16
51185,Damaged,2025-01-14
17494,Not Needed,2025-02-07
54348,Wrong Item,2025-10-13
8316,Late Delivery,2025-11-23
63399,Not Needed,2025-05-04
77425,Damaged,2025-12-21
58595,Wrong Item,2025-11-03
23257,Wrong Item,2025-03-05
59614,Late Delivery,2025-11-23
47979,Late Delivery,2025-04-05
98945,Late Delivery,2025-06-20
17597,Wrong Item,2025-10-04
11607,Damaged,2025-12-31
72229,Wrong Item,2025-02-10
55751,Late Delivery,2025-07-31
67713,Late Delivery,2025-08-13
60301,Not Needed,2025-05-25
54087,Late Delivery,2025-03-28
41593,Wrong Item,2025-08-10
14329,Wrong Item,2025-07-22
35583,Wrong Item,2025-01-26
8712,Damaged,2025-08-14
33149,Damaged,2025-01-03
19885,Not Needed,2025-01-08
77646,Not Needed,2025-03-31
19451,Not Needed,2025-11-22
31046,Late Delivery,2025-10-29
86717,Damaged,2025-10-08
73769,Late Delivery,2025-08-19
90610,Wrong Item,2025-12-31
47288,Not Needed,2025-04-19
73699,Wrong Item,2025-05-04
33783,Wrong Item,2025-04-15
11926,Wrong Item,2025-09-02
46800,Wrong Item,2025-07-12
75405,Wrong Item,2025-07-05
42699,Late Delivery,2025-11-14
64697,Late Delivery,2025-09-21
61629,Late Delivery,2025-01-31
27096,Damaged,2025-05-07
84970,Damaged,2025-05-03
40383,Wrong Item,2025-11-26
87242,Not Needed,2025-01-24
16803,Late Delivery,2025-12-28
73288,Wrong Item,2025-01-20
35844,Not Needed,2025-06-17
81361,Late Delivery,2025-09-04
65584,Damaged,2025-06-13
17859,Damaged,2025-11-20
89661,Not Needed,2025-08-03
59570,Damaged,2025-10-14
3068,Damaged,2025-03-07
6164,Not Needed,2025-06-10
90211,Damaged,2025-02-04
26035,Late Delivery,2025-01-17
98178,Wrong Item,2025-08-17
10350,Not Needed,2025-03-04
99656,Not Needed,2025-03-02
47254,Damaged,2025-12-23
42307,Not Needed,2025-08-30
28810,Late Delivery,2025-11-15
56381,Not Needed,2025-01-24
50123,Late Delivery,2025-01-24
48415,Damaged,2025-04-14
4854,Late Delivery,2025-03-27
52775,Not Needed,2025-04-19
12065,Wrong Item,2025-02-23
11521,Late Delivery,2025-11-26
45250,Not Needed,2025-10-26
17920,Not Needed,2025-04-12
30894,Damaged,2025-08-23
92129,Late Delivery,2025-11-27
50957,Damaged,2025-07-30
97105,Wrong Item,2025-09-04
21362,Late Delivery,2025-11-25
2515,Not Needed,2025-04-10
12632,Wrong Item,2025-11-21
83348,Wrong Item,2025-02-15
42219,Late Delivery,2025-04-14
88201,Damaged,2025-02-25
13614,Late Delivery,2025-09-04
32792,Late Delivery,2025-01-11
3244,Not Needed,2025-07-21
69529,Wrong Item,2025-09-05
3684,Wrong Item,2025-06-21
31426,Not Needed,2025-03-10
32126,Wrong Item,2025-01-23
80046,Late Delivery,2025-06-15
63473,Wrong Item,2025-04-13
65853,Wrong Item,2025-01-02
54037,Late Delivery,2025-11-04
7259,Wrong Item,2025-12-15
59122,Damaged,2025-01-23
90408,Late Delivery,2025-08-14
74640,Late Delivery,2025-02-26
56928,Not Needed,2025-02-07
86373,Wrong Item,2025-06-02
74108,Not Needed,2025-08-23
81847,Damaged,2025-01-30
55689,Late Delivery,2025-07-10
46397,Wrong Item,2025-02-10
19278,Wrong Item,2025-03-23
50463,Wrong Item,2025-02-24
16225,Late Delivery,2025-03-28
65571,Damaged,2025-04-11
66504,Not Needed,2025-04-26
36820,Not Needed,2025-04-15
12084,Late Delivery,2025-09-16
92927,Late Delivery,2025-01-28
46862,Not Needed,2025-05-22
54730,Not Needed,2025-10-20
56144,Not Needed,2025-06-18
98745,Not Needed,2025-07-26
45670,Late Delivery,2025-08-11
64730,Not Needed,2025-05-11
54754,Damaged,2025-03-31
12255,Not Needed,2025-09-05
70412,Damaged,2025-08-12
8335,Damaged,2025-07-25
61490,Wrong Item,2025-01-28
93779,Wrong Item,2025-10-11
62883,Late Delivery,2025-10-08
7881,Damaged,2025-07-24
86245,Damaged,2025-02-10
60250,Damaged,2025-04-18
83578,Wrong Item,2025-06-28
85239,Late Delivery,2025-03-28
14686,Damaged,2025-03-27
21895,Damaged,2025-01-09
93548,Wrong Item,2025-05-20
40269,Wrong Item,2025-02-25
64880,Not Needed,2025-11-05
46049,Damaged,2025-05-18
56456,Not Needed,2025-10-11
55711,Damaged,2025-12-11
56222,Wrong Item,2025-05-06
13209,Damaged,2025-04-07
34928,Damaged,2025-08-03
99970,Late Delivery,2025-09-02
10868,Not Needed,2025-09-18
71090,Wrong Item,2025-04-23
95716,Damaged,2025-09-04
99564,Not Needed,2025-03-19
27777,Not Needed,2025-05-26
19078,Damaged,2025-12-09
86789,Late Delivery,2025-09-10
3052,Wrong Item,2025-03-21
28996,Late Delivery,2025-06-02
6117,Not Needed,2025-08-11
7176,Damaged,2025-03-18
71278,Not Needed,2025-09-15
57174,Wrong Item,2025-08-26
69318,Wrong Item,2025-10-23
60306,Wrong Item,2025-05-05
71655,Damaged,2025-08-24
56389,Wrong Item,2025-10-21
95432,Damaged,2025-10-27
41933,Late Delivery,2025-05-15
73955,Wrong Item,2025-01-04
39744,Wrong Item,2025-11-29
28736,Late Delivery,2025-02-06
17867,Wrong Item,2025-04-23
189,Late Delivery,2025-12-31
76729,Late Delivery,2025-05-12
35666,Not Needed,2025-05-08
44120,Not Needed,2025-06-06
11526,Damaged,2025-10-07
32740,Wrong Item,2025-12-26
83778,Damaged,2025-07-18
50480,Wrong Item,2025-06-28
9021,Wrong Item,2025-10-28
19967,Not Needed,2025-07-03
1568,Wrong Item,2025-02-01
20936,Not Needed,2025-05-25
16146,Wrong Item,2025-09-16
79791,Late Delivery,2025-01-10
99298,Damaged,2025-11-20
2822,Wrong Item,2025-06-11
11807,Late Delivery,2025-10-05
19673,Wrong Item,2025-06-08
46061,Wrong Item,2025-01-01
37548,Damaged,2025-12-25
77925,Wrong Item,2025-04-20
55649,Damaged,2025-07-09
79212,Damaged,2025-03-29
61094,Damaged,2025-07-04
23957,Wrong Item,2025-04-30
23381,Not Needed,2025-08-16
40797,Late Delivery,2025-11-06
4689,Wrong Item,2025-06-24
5392,Wrong Item,2025-01-12
27791,Wrong Item,2025-10-08
24311,Not Needed,2025-09-22
11652,Not Needed,2025-11-07
16012,Late Delivery,2025-08-21
2472,Damaged,2025-12-28
77138,Wrong Item,2025-04-13
1320,Damaged,2025-10-13
77267,Late Delivery,2025-10-10
42046,Wrong Item,2025-03-29
2441,Late Delivery,2025-12-23
34974,Not Needed,2025-09-25
93868,Not Needed,2025-11-12
48862,Damaged,2025-08-03
15477,Late Delivery,2025-03-20
55638,Damaged,2025-07-16
36695,Not Needed,2025-08-06
66043,Late Delivery,2025-07-12
94306,Damaged,2025-11-01
85198,Late Delivery,2025-11-21
83278,Late Delivery,2025-02-16
31004,Damaged,2025-11-04
44391,Wrong Item,2025-02-22
57078,Wrong Item,2025-12-21
57977,Not Needed,2025-05-30
97770,Damaged,2025-03-28
22769,Late Delivery,2025-12-03
39304,Wrong Item,2025-09-08
91339,Late Delivery,2025-06-24
40169,Not Needed,2025-04-09
85911,Late Delivery,2025-08-26
10871,Late Delivery,2025-03-23
3833,Damaged,2025-09-17
84739,Late Delivery,2025-08-31
72329,Wrong Item,2025-10-02
64754,Wrong Item,2025-08-03
11223,Not Needed,2025-04-09
90208,Wrong Item,2025-07-31
67070,Late Delivery,2025-07-21
36375,Late Delivery,2025-09-07
20243,Damaged,2025-05-28
2858,Damaged,2025-04-08
86667,Not Needed,2025-01-09
93285,Late Delivery,2025-05-02
50898,Not Needed,2025-04-22
78136,Late Delivery,2025-09-05
48375,Wrong Item,2025-02-02
9045,Not Needed,2025-01-11
31647,Not Needed,2025-11-10
16856,Late Delivery,2025-03-13
20939,Late Delivery,2025-03-25
88845,Late Delivery,2025-02-27
1965,Not Needed,2025-10-03
39995,Wrong Item,2025-11-26
47557,Damaged,2025-01-11
48591,Late Delivery,2025-06-17
29787,Wrong Item,2025-12-18
87068,Wrong Item,2025-02-07
28836,Damaged,2025-08-27
43727,Not Needed,2025-07-11
75618,Wrong Item,2025-04-21
5877,Wrong Item,2025-07-10
69494,Not Needed,2025-07-21
14388,Wrong Item,2025-08-07
96166,Late Delivery,2025-10-16
25636,Damaged,2025-12-26
41846,Not Needed,2025-07-01
38343,Late Delivery,2025-06-09
32618,Damaged,2025-07-22
96147,Wrong Item,2025-07-11
98913,Wrong Item,2025-03-30
38914,Not Needed,2025-12-16
98192,Wrong Item,2025-06-01
1863,Wrong Item,2025-10-08
41502,Damaged,2025-12-31
43176,Not Needed,2025-01-19
12598,Wrong Item,2025-10-11
84,Not Needed,2025-09-17
28931,Damaged,2025-02-20
96445,Wrong Item,2025-09-22
5799,Damaged,2025-10-25
47016,Not Needed,2025-07-27
90984,Not Needed,2025-09-14
19830,Wrong Item,2025-12-28
5700,Late Delivery,2025-03-26
56579,Wrong Item,2025-09-10
848,Wrong Item,2025-02-03
59254,Late Delivery,2025-11-14
70550,Wrong Item,2025-01-27
91895,Late Delivery,2025-05-14
7818,Late Delivery,2025-04-27
84807,Wrong Item,2025-06-09
47718,Damaged,2025-04-14
4882,Late Delivery,2025-05-24
97059,Late Delivery,2025-04-19
37862,Late Delivery,2025-12-18
31466,Damaged,2025-10-22
71718,Wrong Item,2025-10-07
34002,Wrong Item,2025-04-15
10069,Damaged,2025-12-01
2128,Wrong Item,2025-11-18
88038,Not Needed,2025-07-09
25608,Wrong Item,2025-05-11
42460,Not Needed,2025-07-23
28340,Late Delivery,2025-03-24
16416,Wrong Item,2025-01-19
25158,Damaged,2025-11-07
81676,Late Delivery,2025-11-23
34346,Late Delivery,2025-02-23
88236,Late Delivery,2025-05-04
17260,Damaged,2025-05-29
96334,Wrong Item,2025-02-26
72142,Wrong Item,2025-08-27
6966,Damaged,2025-05-07
17351,Late Delivery,2025-07-26
67770,Not Needed,2025-10-08
37525,Late Delivery,2025-10-19
51947,Wrong Item,2025-12-03
2884,Damaged,2025-01-29
81407,Damaged,2025-04-07
54431,Damaged,2025-07-09
63920,Wrong Item,2025-12-04
43781,Late Delivery,2025-01-27
65385,Not Needed,2025-02-23
20890,Not Needed,2025-03-16
5560,Late Delivery,2025-12-14
11809,Not Needed,2025-04-22
77413,Wrong Item,2025-08-08
11271,Late Delivery,2025-07-30
54029,Not Needed,2025-03-09
77133,Wrong Item,2025-12-11
63254,Late Delivery,2025-04-01
96469,Not Needed,2025-08-11
4404,Damaged,2025-02-08
85897,Wrong Item,2025-02-21
755,Not Needed,2025-08-14
74026,Damaged,2025-02-21
30953,Wrong Item,2025-10-03
92729,Damaged,2025-07-29
19890,Damaged,2025-02-04
81564,Late Delivery,2025-01-27
22145,Wrong Item,2025-11-22
44327,Damaged,2025-03-12
14420,Late Delivery,2025-12-14
3425,Damaged,2025-07-10
55033,Damaged,2025-02-10
90018,Late Delivery,2025-01-11
29567,Wrong Item,2025-11-10
96001,Not Needed,2025-11-08
50635,Wrong Item,2025-02-06
61995,Late Delivery,2025-02-15
50010,Damaged,2025-12-19
34239,Not Needed,2025-09-28
17129,Wrong Item,2025-12-19
26384,Not Needed,2025-02-21
97448,Wrong Item,2025-03-16
84264,Not Needed,2025-09-10
87770,Damaged,2025-02-28
62301,Damaged,2025-03-19
72612,Late Delivery,2025-07-06
23110,Damaged,2025-07-21
30550,Late Delivery,2025-09-29
1609,Late Delivery,2025-10-16
21133,Wrong Item,2025-05-28
26935,Not Needed,2025-02-11
92245,Wrong Item,2025-10-11
52595,Wrong Item,2025-04-09
24300,Late Delivery,2025-01-21
5944,Not Needed,2025-11-09
52525,Damaged,2025-05-17
12309,Damaged,2025-01-19
13300,Wrong Item,2025-08-20
98701,Late Delivery,2025-04-06
42662,Not Needed,2025-05-18
32124,Wrong Item,2025-11-25
10965,Not Needed,2025-08-10
82646,Late Delivery,2025-01-24
60745,Wrong Item,2025-05-23
11242,Not Needed,2025-06-29
88893,Wrong Item,2025-09-26
37853,Not Needed,2025-07-21
98065,Wrong Item,2025-08-01
61061,Damaged,2025-12-24
73824,Late Delivery,2025-09-19
17847,Wrong Item,2025-12-11
34443,Not Needed,2025-04-24
45763,Late Delivery,2025-01-10
27597,Not Needed,2025-05-29
83445,Wrong Item,2025-09-10
78557,Late Delivery,2025-12-24
79879,Late Delivery,2025-02-21
4097,Late Delivery,2025-08-01
69526,Wrong Item,2025-09-09
6614,Wrong Item,2025-08-30
50536,Wrong Item,2025-11-12
15096,Wrong Item,2025-04-16
60866,Late Delivery,2025-12-04
30261,Late Delivery,2025-08-21
35274,Wrong Item,2025-08-14
41687,Late Delivery,2025-05-20
59029,Wrong Item,2025-06-29
29105,Not Needed,2025-09-28
27889,Wrong Item,2025-04-30
32767,Late Delivery,2025-10-05
11788,Damaged,2025-12-29
82120,Damaged,2025-04-18
50449,Late Delivery,2025-03-16
39066,Wrong Item,2025-06-09
52217,Wrong Item,2025-09-13
66223,Damaged,2025-10-20
62014,Late Delivery,2025-05-16
46191,Not Needed,2025-03-17
3037,Not Needed,2025-02-03
4588,Not Needed,2025-09-16
20877,Wrong Item,2025-08-24
42621,Damaged,2025-01-18
86365,Wrong Item,2025-05-06
76268,Not Needed,2025-03-02
76637,Damaged,2025-09-02
73063,Not Needed,2025-07-01
46337,Late Delivery,2025-07-09
74517,Not Needed,2025-05-16
46570,Late Delivery,2025-06-28
27721,Late Delivery,2025-03-16
3695,Wrong Item,2025-06-02
52659,Damaged,2025-06-17
25585,Damaged,2025-05-26
33122,Not Needed,2025-01-17
15879,Not Needed,2025-07-08
32826,Damaged,2025-02-06
52521,Wrong Item,2025-07-25
79722,Damaged,2025-02-25
22841,Late Delivery,2025-06-03
7326,Late Delivery,2025-08-23
92507,Wrong Item,2025-04-16
83310,Late Delivery,2025-10-20
39755,Not Needed,2025-12-10
68073,Not Needed,2025-06-28
27417,Late Delivery,2025-01-23
8700,Wrong Item,2025-09-12
83665,Wrong Item,2025-12-27
54480,Damaged,2025-09-20
72253,Wrong Item,2025-02-14
70465,Damaged,2025-01-05
78625,Not Needed,2025-05-23
56056,Late Delivery,2025-12-29
30259,Not Needed,2025-07-29
67211,Not Needed,2025-07-12
19567,Late Delivery,2025-01-30
24472,Not Needed,2025-08-03
52754,Late Delivery,2025-09-23
79461,Wrong Item,2025-11-14
19970,Damaged,2025-12-28
33479,Not Needed,2025-05-17
72276,Late Delivery,2025-07-23
66071,Not Needed,2025-12-08
87401,Damaged,2025-08-05
85592,Damaged,2025-07-16
41635,Late Delivery,2025-05-04
14470,Late Delivery,2025-05-14
55464,Wrong Item,2025-12-16
44124,Damaged,2025-04-03
74637,Damaged,2025-05-06
84556,Not Needed,2025-12-13
30852,Damaged,2025-07-26
25765,Damaged,2025-10-30
91724,Damaged,2025-11-11
75731,Late Delivery,2025-11-05
81381,Wrong Item,2025-11-22
92774,Not Needed,2025-08-04
26562,Not Needed,2025-01-04
2838,Damaged,2025-05-30
10989,Damaged,2025-04-24
86115,Damaged,2025-01-30
31947,Not Needed,2025-05-17
36225,Damaged,2025-10-08
70250,Late Delivery,2025-10-06
54323,Damaged,2025-11-17
88128,Damaged,2025-09-10
33680,Late Delivery,2025-07-18
789,Damaged,2025-02-28
72930,Not Needed,2025-04-12
22464,Damaged,2025-07-16
39780,Late Delivery,2025-06-07
33902,Damaged,2025-11-18
36985,Damaged,2025-02-09
21283,Late Delivery,2025-08-12
10566,Wrong Item,2025-02-21
53874,Wrong Item,2025-06-07
47170,Damaged,2025-09-15
41769,Wrong Item,2025-01-08
24184,Wrong Item,2025-06-04
32759,Late Delivery,2025-09-25
59591,Late Delivery,2025-03-16
74140,Late Delivery,2025-08-19
73607,Damaged,2025-07-15
40819,Late Delivery,2025-05-16
34522,Damaged,2025-02-28
58841,Not Needed,2025-01-17
37934,Late Delivery,2025-08-28
32664,Not Needed,2025-06-30
24247,Damaged,2025-06-13
29940,Damaged,2025-01-10
10348,Wrong Item,2025-02-03
24928,Wrong Item,2025-07-22
57806,Not Needed,2025-12-16
25154,Wrong Item,2025-11-28
12696,Wrong Item,2025-09-15
60686,Damaged,2025-01-02
30675,Late Delivery,2025-04-11
17621,Damaged,2025-06-10
49519,Damaged,2025-09-30
4074,Damaged,2025-01-13
10097,Late Delivery,2025-04-01
88050,Not Needed,2025-05-29
20733,Not Needed,2025-03-01
15208,Not Needed,2025-10-06
66175,Not Needed,2025-07-29
18942,Late Delivery,2025-09-19
75421,Damaged,2025-08-30
40729,Damaged,2025-12-05
2578,Wrong Item,2025-08-24
51479,Damaged,2025-04-01
42083,Wrong Item,2025-02-07
2629,Late Delivery,2025-09-13
84388,Not Needed,2025-11-19
45709,Damaged,2025-01-18
77544,Damaged,2025-01-02
68866,Late Delivery,2025-03-13
2255,Damaged,2025-12-03
24309,Wrong Item,2025-01-09
41713,Wrong Item,2025-01-19
82071,Wrong Item,2025-06-09
75555,Wrong Item,2025-10-02
71326,Late Delivery,2025-12-10
50408,Damaged,2025-02-16
27460,Damaged,2025-01-01
47810,Wrong Item,2025-12-06
35106,Damaged,2025-09-17
95454,Wrong Item,2025-11-22
22187,Damaged,2025-03-02
4550,Wrong Item,2025-05-08
75395,Not Needed,2025-11-06
35858,Not Needed,2025-07-13
77227,Wrong Item,2025-06-16
94424,Damaged,2025-03-24
6874,Late Delivery,2025-03-09
24010,Not Needed,2025-10-11
70898,Damaged,2025-12-07
79729,Not Needed,2025-07-17
49269,Late Delivery,2025-10-29
31331,Not Needed,2025-06-19
18273,Wrong Item,2025-10-09
99410,Late Delivery,2025-12-15
36157,Late Delivery,2025-05-24
29218,Wrong Item,2025-01-08
62593,Damaged,2025-08-07
41540,Damaged,2025-12-16
84271,Damaged,2025-06-15
92411,Late Delivery,2025-04-23
53870,Damaged,2025-04-18
33929,Wrong Item,2025-07-21
93570,Not Needed,2025-10-02
56627,Damaged,2025-05-08
4254,Damaged,2025-06-28
17668,Not Needed,2025-05-19
45391,Late Delivery,2025-11-16
82098,Late Delivery,2025-01-13
83664,Damaged,2025-11-21
65506,Damaged,2025-03-31
21065,Damaged,2025-05-30
80106,Damaged,2025-06-07
86102,Wrong Item,2025-06-01
55528,Late Delivery,2025-05-22
28270,Wrong Item,2025-12-10
89034,Damaged,2025-07-09
71353,Not Needed,2025-01-16
10030,Late Delivery,2025-07-04
98261,Not Needed,2025-07-31
2263,Late Delivery,2025-07-21
38688,Not Needed,2025-01-27
22437,Late Delivery,2025-09-30
96876,Wrong Item,2025-02-19
71492,Not Needed,2025-08-22
92390,Not Needed,2025-11-11
40769,Wrong Item,2025-03-22
85850,Wrong Item,2025-12-05
24485,Damaged,2025-05-07
14171,Damaged,2025-08-11
64103,Wrong Item,2025-03-25
23514,Wrong Item,2025-01-10
70303,Damaged,2025-06-13
99679,Wrong Item,2025-03-10
85362,Damaged,2025-10-14
43005,Late Delivery,2025-12-06
94548,Not Needed,2025-08-31
75176,Not Needed,2025-05-05
26436,Damaged,2025-02-11
30580,Wrong Item,2025-11-14
13783,Late Delivery,2025-11-25
12385,Not Needed,2025-11-11
43798,Damaged,2025-05-10
59496,Not Needed,2025-06-13
1546,Damaged,2025-12-15
83890,Damaged,2025-11-20
6894,Wrong Item,2025-03-03
40886,Late Delivery,2025-11-25
5971,Late Delivery,2025-01-03
24242,Damaged,2025-08-08
62456,Not Needed,2025-12-30
4209,Late Delivery,2025-08-17
20920,Late Delivery,2025-03-14
74830,Damaged,2025-03-09
32379,Wrong Item,2025-07-02
58209,Damaged,2025-04-04
86710,Damaged,2025-10-02
24314,Not Needed,2025-07-13
87602,Not Needed,2025-02-02
64798,Late Delivery,2025-12-05
15405,Late Delivery,2025-04-25
55129,Late Delivery,2025-07-19
5365,Late Delivery,2025-12-15
73385,Not Needed,2025-06-12
62470,Wrong Item,2025-02-21
41504,Damaged,2025-05-20
76992,Wrong Item,2025-09-09
49576,Late Delivery,2025-05-21
54318,Not Needed,2025-05-23
25506,Wrong Item,2025-10-30
89477,Wrong Item,2025-03-12
88307,Not Needed,2025-07-03
60946,Not Needed,2025-05-20
31474,Damaged,2025-05-19
69229,Damaged,2025-05-12
84474,Not Needed,2025-04-17
65239,Wrong Item,2025-05-21
59793,Wrong Item,2025-06-18
41368,Not Needed,2025-08-16
88062,Not Needed,2025-04-07
88772,Damaged,2025-11-23
35083,Not Needed,2025-04-17
14838,Late Delivery,2025-10-30
69460,Wrong Item,2025-03-18
86150,Damaged,2025-05-07
62894,Damaged,2025-03-24
11487,Damaged,2025-05-13
43497,Damaged,2025-07-11
75869,Damaged,2025-02-12
48765,Late Delivery,2025-02-01
89225,Wrong Item,2025-02-23
96709,Wrong Item,2025-02-20
14084,Wrong Item,2025-08-08
60058,Late Delivery,2025-07-03
32900,Late Delivery,2025-03-17
9141,Damaged,2025-01-15
20389,Wrong Item,2025-12-18
42543,Damaged,2025-02-27
87159,Wrong Item,2025-03-28
31569,Wrong Item,2025-01-20
12604,Damaged,2025-11-15
33511,Wrong Item,2025-06-20
13699,Wrong Item,2025-10-10
69140,Late Delivery,2025-01-28
92750,Late Delivery,2025-12-28
77696,Wrong Item,2025-08-08
6591,Wrong Item,2025-11-25
53326,Late Delivery,2025-10-09
44646,Not Needed,2025-07-09
52159,Late Delivery,2025-12-08
173,Wrong Item,2025-08-28
83805,Not Needed,2025-09-02
63669,Wrong Item,2025-02-17
88109,Late Delivery,2025-10-06
69376,Damaged,2025-02-08
90085,Not Needed,2025-12-14
27393,Damaged,2025-11-05
67896,Not Needed,2025-07-18
48767,Wrong Item,2025-12-14
3923,Late Delivery,2025-10-15
34704,Damaged,2025-06-19
91388,Damaged,2025-08-22
25252,Late Delivery,2025-07-23
19246,Damaged,2025-03-26
89167,Wrong Item,2025-01-29
56342,Late Delivery,2025-06-29
38834,Late Delivery,2025-08-17
40021,Damaged,2025-05-15
2786,Late Delivery,2025-07-10
17011,Late Delivery,2025-12-25
29869,Wrong Item,2025-01-02
34313,Wrong Item,2025-10-10
46153,Late Delivery,2025-05-10
92840,Not Needed,2025-10-27
19684,Late Delivery,2025-09-02
62726,Damaged,2025-12-16
87079,Wrong Item,2025-10-07
73084,Late Delivery,2025-03-01
67117,Not Needed,2025-11-22
52065,Wrong Item,2025-08-29
4219,Damaged,2025-12-26
28922,Damaged,2025-10-28
